Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
SSVOWUOTCBNWRV-WYUMXYHSNA-N,CHEMBL2058416,3359,A,5.21,chembl20,989092,9606,HTR3A,2102,C1(=NC(=C(N1C)C=C2C=NC3=CC=C(C=C23)Br)O)NC
UJNJZDZUOJYRAQ-UHFFFAOYNA-N,CHEMBL2204364,3359,A,6.8,chembl20,880265,9606,HTR3A,2102,N1(CCNCC1)C=2C(=CC=CC2C)SC=3C(=CC(=CC3)C)C
UBXGZTRRRHVEAJ-UHFFFAOYNA-N,CHEMBL302743,3359,A,8.28,chembl20,3480,9606,HTR3A,2102,C=1(N(C2=CC=CC=C2N1)CC=3C=CC(=CC3)F)N4CCNCC4
TZUKARBKFHPFDV-GPQMBLKYNA-N,CHEMBL290938,3359,A,7.92,chembl20,3465,9606,HTR3A,2102,C1(C=2N=C(CC=3N=CNC3C)SC2)=CNC=4C1=CC=CC4
VMMHKLBVXJNMEM-YAQRNVERNA-N,CHEMBL2169965,3359,A,8.53,chembl20,864726,9606,HTR3A,2102,N1=C(N=C(C=2C=CC=CC12)NC)N3CCN(CC3)C
YAXFPKADGTTWAD-WYUMXYHSNA-N,CHEMBL2058415,3359,A,5.23,chembl20,989092,9606,HTR3A,2102,C1(=NC(=C(N1C)C=C2C=NC=3C=CC=C(C23)Br)O)NC
YDFLGNNHJDQNRD-UHFFFAOYNA-N,53237429,3359,A,6.72125,pubchem,712522,9606,HTR3A,2102,S(C1=C(N2CCNCC2)C=C(C=C1)C)C3=CC=C(OC)C=C3
WJMAMTPJNQQNJJ-WYUMXYHSNA-N,CHEMBL2169971,3359,A,8.23,chembl20,864726,9606,HTR3A,2102,C=1(N=C(C=C2C=CC=CC12)N3CCN(CC3)C)NC
YVENIGOVHPMTDH-UHFFFAOYNA-N,CHEMBL3217984,3359,A,6.2,chembl20,1329312,9606,HTR3A,2102,S1C2=C3C(=CC=C2)C4C(N3C5=C(C1)C=CC=C5)CCN(C4)C
YQNWZWMKLDQSAC-UHFFFAOYNA-N,66860907,3359,A,8.4318,pubchem,712519,9606,HTR3A,2102,S(C=1C(N2CCNCC2)=CC=CC1)C3=C(C=C(C=C3)C)C
AZGOVLGMSGAOMP-FZYUQVBKNA-N,CHEMBL404232,3359,A,5.52,chembl20,989092,9606,HTR3A,2102,C=1C=C2C(/C=C/3\C(N(C(N3C)=N)C)=O)=CNC2=CC1
AATPYXMXFBBKFO-KARVIEMNNA-N,CHEMBL526307,3359,N,1.0,chembl20,565951,9606,HTR3A,2102,C=1C(=C(OC2=CN=C(N=C2N)N)C=C(C1OC)I)C(C)C
CMOWYBWYCJHODO-GOOKEEGPNA-N,CHEMBL461360,3359,A,5.63,chembl20,864726,9606,HTR3A,2102,C=1C=C2N=C(N3C[C@H](CC3)N)N=C(NC)C2=CC1Cl
CPZBLNMUGSZIPR-NVXWUHKLNA-N,CHEMBL1189679,3359,A,10.5,chembl20,685540,9606,HTR3A,2102,N1(C(C=2C=CC=C3C2[C@@H](C1)CCC3)=O)[C@@H]4CN5CCC4CC5
CJGNMVAAMQAWEF-UHFFFAOYNA-N,24841480,3359,A,5.72125,pubchem,757604,9606,HTR3A,2102,S1C=2C(N(C=3C1=CC=CC3)C(OCCN4CCCC4)=O)=CC=CC2
GALAKJYLTKKOBQ-UHFFFAOYNA-N,CHEMBL66692,3359,A,9.38,chembl20,3480,9606,HTR3A,2102,C=1(N(C2=CC=CC=C2N1)CC3=CC=C(C=C3)OC)N4CCNCC4
FSIKVHPOLUUBDN-UHFFFAOYNA-N,24995996,3359,A,8.09151,pubchem,648455,9606,HTR3A,2102,O(CCCN1CCCCCC1)C2=CC=C(C=C2)C3=CC(=O)N(N=C3)C
DICVBGGIAAPPNV-ZSUDRMHPNA-N,CHEMBL1170237,3359,A,6.0,chembl20,989092,9606,HTR3A,2102,C1(/C(/N(C(N1C)=N)C)=C\C2=CNC3=C2C=C(C=C3)Br)=O
FBESFXOTONWCII-WYUMXYHSNA-N,CHEMBL2169975,3359,A,6.33,chembl20,864726,9606,HTR3A,2102,N1=C(N=C(C2=CC(=CC=C12)Cl)NC)N3CC(C3)N(C)C
FDKJLUOOFWBTDY-OAHLLOKONA-N,53324551,3359,A,9.1549,pubchem,552106,9606,HTR3A,2102,O=C1N([C@H]2C3CCN(C2)CC3)CC4=NN(C5=C4C1=CC=C5)C
DVTRMRRJKIYJHT-LILDFLRNNA-N,CHEMBL421747,3359,A,9.0,chembl20,3465,9606,HTR3A,2102,C=1(N=C(CC=2N=CNC2C)SC1)C=3C=4N=CC=CC4C=CC3
BQFFJFYYLYTLCC-HCKMINDGNA-N,CHEMBL489664,3359,A,7.83,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(=C1)N=C(N3CCN(CC3)C)N=C2NCCO)Cl
GXBMTEAMDOVNLO-TVSYJCFYNA-N,10355682,3359,A,5.82074,pubchem,780308,9606,HTR3A,2102,O=C\1N(/C(/N(/C1=C/C=2C=3C(NC2)=CC=CC3)C)=N\C)C
JBPBJYKHTQKMKP-UHFFFAOYNA-N,71455625,3359,A,6.19314,pubchem,710780,9606,HTR3A,2102,FC1=C2N=C(OCC3CCN(CC3)CCC)C4=C(N=CC=C4)C2=CC=C1
JBVRKZZSTULWTO-OAHLLOKONA-N,69937162,3359,A,9.30103,pubchem,1141224,9606,HTR3A,2102,ClC=1C=C2C(=O)N([C@H]3C4CCN(C3)CC4)CCN5N=CC(=C52)C1
IYUQYZMILCFRJI-INIZCTEONA-N,69937258,3359,A,7.17005,pubchem,1141224,9606,HTR3A,2102,O=C1N([C@@H]2C3CCN(C2)CC3)CCN4C5=C1C=CC=C5C=C4
JSWZEAMFRNKZNL-GPQMBLKYNA-N,2099,3359,A,9.30103,pubchem,552106,9606,HTR3A,2102,O=C1N(CCC=2N(C=3C(C21)=CC=CC3)C)CC=4N=CNC4C
IQJBDRJDMXGXFH-OSNXYGPANA-N,62705129,3359,A,6.1831,pubchem,780308,9606,HTR3A,2102,BrC=1C=2C(/C=C\3/N(C(N(C3=O)C)=N)C)=CNC2C=CC1
JIGWWGDIEUWCOR-UHFFFAOYNA-N,CHEMBL3235480,3359,A,6.64,chembl20,1335278,9606,HTR3A,2102,S1(=O)(=O)C=2C(C=3C1=CC(=CC3)N4C5CCN(CC4)CC5)=CC=CC2F
LUAPLNWRHHWKLK-UHFFFAOYNA-N,CHEMBL63863,3359,A,8.84,chembl20,3480,9606,HTR3A,2102,C=1(N(C2=CC=CC=C2N1)CC3=CC4=CC=CC=C4C=C3)N5CCNCC5
MREMSPSMZSVSJS-UHFFFAOYNA-N,CHEMBL2181171,3359,A,6.17,chembl20,878523,9606,HTR3A,2102,C1=2C(C=3C(N=C1OCC4CCN(CCC)CC4)=CC=CC3)=NC=CC2
MRKYTIJPEALHEE-LILDFLRNNA-N,CHEMBL558226,3359,A,8.92,chembl20,3469,9606,HTR3A,2102,C1(C(NC2C3C4CC2CN(C3)C4)=O)=C(C=C(C(=C1)Cl)N)OC
MNJNPLVXBISNSX-PBWFPOADNA-N,671690,3359,A,8.40894,pubchem,611936,9606,HTR3A,2102,ClC1=CC(C(OC2C[C@H]3N([C@H](CC3)C2)C)=O)=CC(Cl)=C1
MDTKNEDEHYXCRY-OSNXYGPANA-N,62705130,3359,A,5.91257,pubchem,780308,9606,HTR3A,2102,BrC=1C=2NC=C(C2C=CC1)/C=C\3/N(C(N(C3=O)C)=N)C
MBYAMJFNDALRJQ-OAHLLOKONA-N,49843532,3359,A,8.09151,pubchem,1141224,9606,HTR3A,2102,O=C1N([C@H]2C3CCN(C2)CC3)CCN4N=CC=5C4=C1C=CC5
NQXSFBZVBLPNCG-UHFFFAOYNA-N,CHEMBL2047574,3359,N,4.53,chembl20,827288,9606,HTR3A,2102,C(CCN1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=C(C(=CC3)Cl)Cl
OICQCECVOFFRAG-VEWCPZSHNA-N,CHEMBL462417,3359,N,4.93,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(=C1)N=C(NCCC3CN(CC3)C)N=C2NC)Cl
OMLDMGPCWMBPAN-GPQMBLKYNA-N,CHEMBL1748,3359,A,5.8,chembl20,598654,9606,HTR3A,2102,N1CCC(C(C1)OC)NC(C=2C(=CC(=C(C2)Cl)N)OC)=O
PCXDWBYAWMJZSM-GPQMBLKYNA-N,CHEMBL461729,3359,A,5.45,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(=C1)N=C(N3CC4C(C3)NCCC4)N=C2NC)Cl
QYWDOJXSLBBWLE-UHFFFAOYNA-N,CHEMBL54720,3359,A,8.85,chembl20,564556,9606,HTR3A,2102,C1=2C(=NC3=C(N1C=CC2)SC=C3)N4CCN(CC4)CC=5C=CC=CC5
RCCDDPHPJBBTOH-UHFFFAOYNA-N,CHEMBL3235482,3359,A,6.3,chembl20,1335278,9606,HTR3A,2102,S1(=O)(=O)C=2C(C=3C1=CC(=CC3)N4C5CCN(CC4)CC5)=CC(=CC2)F
PNKGJBPTSCNELU-LQFNOIFHNA-N,CHEMBL1958325,3359,A,8.32,chembl20,805903,9606,HTR3A,2102,C1(O)=CC(C=2C=CC(=CC2)OCCCN3CCCCCC3)=C(N=N1)C
RZKMGDNFMYZIER-MRXNPFEDNA-N,53316626,3359,A,9.1549,pubchem,552106,9606,HTR3A,2102,O=C1N([C@H]2C3CCN(C2)CC3)CC=4C5=C1C=CC=C5N(C4)C
TXCYUSKWBHUVEP-QYPFUQEZNA-N,CHEMBL2151439,3359,A,8.7,chembl20,851149,9606,HTR3A,2102,[C@H]1(CN2CCC1CC2)NC(C=3NN=C4C3C=CC=C4)=O
UWMNAFXETUEZJZ-UHFFFAOYNA-N,71462776,3359,A,5.8814,pubchem,710780,9606,HTR3A,2102,IC1=C2N=C(OCC3CCN(CC3)CCC)C4=C(C2=CC=C1)C=CC=C4
URKOMYMAXPYINW-UHFFFAOYNA-N,CHEMBL716,3359,A,6.0,chembl20,1329312,9606,HTR3A,2102,S1C=2C(C(N3CCN(CC3)CCOCCO)=NC=4C1=CC=CC4)=CC=CC2
XFBXGLNGAUZHSF-HCKMINDGNA-N,CHEMBL511699,3359,A,7.74,chembl20,864726,9606,HTR3A,2102,N1(CCCN(CC1)C)C=2N=C(C3=CC(=CC=C3N2)Cl)NC
WKWADEWWLCVVLF-UHFFFAOYNA-N,CHEMBL1258223,3359,A,5.97,chembl20,664931,9606,HTR3A,2102,C1=C(C(NC)=C2C(OCCO2)=C1C(OCC3CCN(CC3)CCCC)=O)Cl
WLINCFBAKQHMPZ-OAHLLOKONA-N,66898814,3359,A,8.19382,pubchem,1141224,9606,HTR3A,2102,FC=1C=C2C(=O)N([C@H]3C4CCN(C3)CC4)CCN5N=CC(=C52)C1
WQGOHKFYLWGZBM-UHFFFAOYNA-N,53238128,3359,A,6.82391,pubchem,712522,9606,HTR3A,2102,S(C1=C(N2CCNCC2)C=C(C=C1)C)C3=C(C=C(C=C3)C)C
ZPMNHBXQOOVQJL-PKSOQXRJNA-N,CHEMBL117287,3359,A,5.4,chembl20,564428,9606,HTR3A,2102,C=12OCCC1C(=C(C=C2C(=O)NC3CCN(CC3)CCCOC)Cl)N
ZIQGASWXUSSORV-UHFFFAOYNA-N,CHEMBL481863,3359,A,5.52,chembl20,488314,9606,HTR3A,2102,C1=CC=C2N=C(OC2=C1)OC3=CC=C(C=C3)OCCN4CCCCC4
ZBFOHUZFNZHQKR-QYRFSWOLNA-N,62705633,3359,A,5.58104,pubchem,780308,9606,HTR3A,2102,BrC=1C=C2C(/C=C\3/N(/C(/N(C3=O)C)=N/C)C)=CNC2=CC1
ZDCLGHCQWVFXJS-UHFFFAOYNA-N,24995990,3359,A,8.05061,pubchem,648455,9606,HTR3A,2102,O(CCCN1CCCCC1)C2=CC=C(C=3C(=NN(C(=O)C3)C)C)C=C2
ZSXVTCQOHADCFY-QWOVJGMINA-N,56946195,3359,A,7.72125,pubchem,648455,9606,HTR3A,2102,O(CCCN1CCCCC1)C2=CC=C(C=C2)C=3C=C(O)N=NC3
AXVLPJHYYFHCHK-UYBDAZJANA-N,CHEMBL2440659,3359,N,4.73,chembl20,990310,9606,HTR3A,2102,C1=C(C=C(C=C1OC2=CN=CN=C2)C(NC=3SC=C(N3)C)=O)F
CBXQAAQVKDTXJJ-QWOVJGMINA-N,CHEMBL490071,3359,A,7.86,chembl20,864726,9606,HTR3A,2102,C1=C(Cl)C=C2C(=NC(N3CCN(CC3)C)=NC2=C1)NCC4=CC=CC=C4
AFUWQWYPPZFWCO-SRFFZEJWNA-N,CHEMBL1643880,3359,A,8.27,chembl20,700635,9606,HTR3A,2102,C1(C(=O)N[C@H]2CN3CCC2CC3)=CN=C4C(SC=C4)=C1O
AFLJKKMTBWNZFE-KAASGWQYNA-N,CHEMBL378349,3359,A,6.76,chembl20,851152,9606,HTR3A,2102,C1N2CCC([C@@H](NC(C3=CC4=C(C=C3)C=CS4)=O)C2)C1
CXDMUUBLDHSHNL-KAASGWQYNA-N,CHEMBL378471,3359,A,6.24,chembl20,851149,9606,HTR3A,2102,C1N2CCC([C@@H](NC(C3=CC4=C(C=C3)OC=C4)=O)C2)C1
FVBMQXFSNPPRRM-OAHLLOKONA-N,CHEMBL1958326,3359,A,8.7,chembl20,805903,9606,HTR3A,2102,C1(=O)C=C(C=2C=CC(=CC2)OCCCN3CCC[C@H]3C)C(=NN1C)C
GGBKKIVDGBAYTK-GPQMBLKYNA-N,CHEMBL490073,3359,A,6.78,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(=C1)N=C(N3CCN(CC3)C)N=C2NC(C)C)Cl
GGQFEMQQQLOYIH-UHFFFAOYNA-N,CHEMBL2181188,3359,A,5.61,chembl20,878523,9606,HTR3A,2102,C=1C=C(C=2C(C1)=C3C(=C(N2)OCC4CCN(CC4)CCC)C=CC=C3)Cl
FPUKGJMTLUQGFZ-UHFFFAOYNA-N,CHEMBL519609,3359,A,5.41,chembl20,969177,9606,HTR3A,2102,C1=CC=C2SC3=C(C=CC=C3)N(C(OCCCN(CC)CC)=O)C2=C1
FTPAKCBSUUBRFU-XBXBPLPCNA-N,CHEMBL1084631,3359,A,5.24,chembl20,634700,9606,HTR3A,2102,C1=C(NC(NCCCCN2CCCCC2)=O)C=CC(=C1)C3=CC=C(C=C3)F
DWGFHYJCLFQFTA-VEWCPZSHNA-N,CHEMBL224766,3359,A,5.66,chembl20,578446,9606,HTR3A,2102,C=1C(=CC=2NC(N(C(=O)C2C1)C)=O)C(NCCN3CCCCC3)=O
FEROPKNOYKURCJ-NOQCQUFMNA-N,CHEMBL1628595,3359,A,8.7,chembl20,689168,9606,HTR3A,2102,C1=C(C(C(N[C@@H]2CN3CCC2CC3)=O)=CC(=C1N)Cl)OC([3H])([3H])[3H]
FEROPKNOYKURCJ-WYGZFEBSNA-N,CHEMBL28992,3359,A,9.0,chembl20,689121,9606,HTR3A,2102,C1(C(N[C@@H]2CN3CCC2CC3)=O)=C(C=C(C(=C1)Cl)N)OC
FDKJLUOOFWBTDY-HNNXBMFYNA-N,CHEMBL1643883,3359,A,8.77,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC3=NN(C(C=C1)=C32)C)[C@@H]4C5CCN(C4)CC5)=O
FOVPMEXFLUOBRL-CQSZACIVNA-N,69937654,3359,A,6.15428,pubchem,1141224,9606,HTR3A,2102,S1(=O)(=O)N2CCN([C@H]3C4CCN(C3)CC4)C(=O)C=5C2=C(N1)C=CC5
HSWHSJUFDDMBTI-XBXBPLPCNA-N,CHEMBL1086333,3359,A,5.11,chembl20,634700,9606,HTR3A,2102,C=1C=C(C=CC1NC(NCCCCN2CCCCC2)=O)C3=CC=CC=C3OC
IKBKZGMPCYNSLU-CVLUXRRANA-N,5362436,3359,A,5.6,pubchem,758781,9606,HTR3A,2102,O(C1=CC=2C(=CNC2C=C1)C=NN/C(=N/CCCCC)/N)C
IYUQYZMILCFRJI-MRXNPFEDNA-N,CHEMBL3261479,3359,A,8.51,chembl20,1350968,9606,HTR3A,2102,C1=CC=C2C=3N(C=C2)CCN(C(C13)=O)[C@H]4C5CCN(C4)CC5
IOUSMYRYFCYRJU-MPIMZMORNA-N,CHEMBL184770,3359,A,5.0,chembl20,932184,9606,HTR3A,2102,N1N=C2C=C(CCN3CCN(CC3)C4=C(C(C)=CC=C4)C)C=CC2=N1
JOEZRUWANPRMKY-INIZCTEONA-N,CHEMBL1643886,3359,A,8.7,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC3=NN(C(C=C1)=C32)CC)[C@@H]4C5CCN(C4)CC5)=O
JOEZRUWANPRMKY-MRXNPFEDNA-N,CHEMBL1643887,3359,A,8.8,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC3=NN(C(C=C1)=C32)CC)[C@H]4C5CCN(C4)CC5)=O
KOTAZQOZDGBEDN-XBTAAFKLNA-N,CHEMBL2180836,3359,N,4.5,chembl20,877121,9606,HTR3A,2102,C1CCCCCN1CCCC(NC=2C=C(NN2)C3=CC=C(C=C3)OC)=O
KMWRABRPTOODHP-UHFFFAOYNA-N,CHEMBL2181189,3359,A,6.15,chembl20,878523,9606,HTR3A,2102,C=1C=C(C=2C(C1)=C3C(=C(N2)OCC4CCN(CC4)CCC)C=CC=C3)F
MNODGVITNFISIZ-FAEDXPJTNA-N,52945520,3359,A,7.86012,pubchem,526452,9606,HTR3A,2102,O=C(N[C@H]1C2CCN(C1)CC2)C3=C4N=C(OC4=CC=C3)N
KVCSJPATKXABRQ-MPIMZMORNA-N,CHEMBL356359,3359,A,6.0,chembl20,564428,9606,HTR3A,2102,C12=C(C=3C=CC=CC3N1CCCO2)C(NCC4CCN(CCCC)CC4)=O
LGWFAAILRNJWJB-KAASGWQYNA-N,CHEMBL379302,3359,A,6.51,chembl20,851152,9606,HTR3A,2102,C1N2CCC([C@@H](NC(C3=CC4=C(C=C3)C=CO4)=O)C2)C1
METSJAKLYHXMLS-UHFFFAOYNA-N,49836154,3359,A,7.06248,pubchem,536968,9606,HTR3A,2102,O=C1N(N)C(N=C2C1CCCC2)=CN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
MUIUUGJVKFYPIF-DVIAZDKANA-N,46831055,3359,A,5.10237,pubchem,483825,9606,HTR3A,2102,O=C(NCCCCN1CCCCC1)NC2=CC=C(C=C2)C3=CC=CC=C3
NYNPDVHTKWVOLU-PKDVVFMDNA-N,CHEMBL419496,3359,A,9.0,chembl20,851152,9606,HTR3A,2102,C=1(C(N[C@H]2CN3CCC2CC3)=O)C4=C(CCO4)C=C(C1)Cl
NTHPAPBPFQJABD-GZURDMDWNA-N,CHEMBL1643895,3359,A,10.22,chembl20,700634,9606,HTR3A,2102,O=C(C=1C2=C(N(C1)C)C=CC=C2)[C@H]3CC=4N=CNC4CC3
NTHPAPBPFQJABD-KQEWOFGYNA-N,CHEMBL1628655,3359,A,9.82,chembl20,689168,9606,HTR3A,2102,C=1(C2=CC=CC=C2N(C1)C([3H])([3H])[3H])C(C3CCC=4N=CNC4C3)=O
NTHPAPBPFQJABD-SRIDJUQPNA-N,108000,3359,A,10.2218,pubchem,552106,9606,HTR3A,2102,O=C([C@@H]1CCC=2N=CNC2C1)C=3C=4C(N(C3)C)=CC=CC4
OXIAXPOOKVTTDN-XBXBPLPCNA-N,46831057,3359,A,5.24413,pubchem,483825,9606,HTR3A,2102,FC=1C(C2=CC=C(NC(=O)NCCCCN3CCCCC3)C=C2)=CC=CC1
OUTWSZAPEGAWEL-BDGWVKIONA-N,CHEMBL2180835,3359,N,4.5,chembl20,877121,9606,HTR3A,2102,N1(CCCC(NC=2C=C(NN2)C3=CC=C(C=C3)OC)=O)CCCCC1
MZRKHUUDDHJVHS-LILDFLRNNA-N,CHEMBL62023,3359,A,9.0,chembl20,515866,9606,HTR3A,2102,C12N(C(CC1)CC(C2)NC(N3C=4C=CC=CC4N(C3=O)CC)=O)C
ORMRVPRSUUACQQ-ZLJHMRGVNA-N,CHEMBL2058426,3359,A,6.23,chembl20,989092,9606,HTR3A,2102,C/1(\N(C(/C(/N1C)=C\C2=CNC=3C=CC=C(C23)Br)=O)C)=N\C
MFWNKCLOYSRHCJ-LILDFLRNNA-N,CHEMBL289469,3359,A,8.84,chembl20,800919,9606,HTR3A,2102,C1(=NN(C)C=2C1=CC=CC2)C(NC3CC4CCCC(N4C)C3)=O
RBNIAPFMQOKNBD-MRXNPFEDNA-N,CHEMBL3261484,3359,A,9.1,chembl20,1350968,9606,HTR3A,2102,C1=C(C=C2C=3N(N=C2)CCN(C(C13)=O)[C@H]4C5CCN(C4)CC5)C
QZNZJWLUNDXZQA-DNHAVOHBNA-N,CHEMBL1628632,3359,A,8.59,chembl20,689168,9606,HTR3A,2102,C1(=CN(C([3H])([3H])[3H])C2=C1C=CC=C2)C(CCC3=C(NC=N3)C)=O
PPGYKWQFGNLYIY-LPOXYMQJNA-N,CHEMBL1643882,3359,A,8.31,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC=3NN=C(C=C1)C32)[C@H]4C5CCN(C4)CC5)=O
PPGYKWQFGNLYIY-PKDVVFMDNA-N,CHEMBL1643881,3359,A,8.36,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC=3NN=C(C=C1)C32)[C@@H]4C5CCN(C4)CC5)=O
RQAGIIPBHMAHTO-UHFFFAOYNA-N,CHEMBL2332488,3359,N,4.72,chembl20,943354,9606,HTR3A,2102,C1=CC=C2C(=C1)C(=C(C(N2CCCN(C)C)=O)C#N)C3=CC=CC=C3
RZKMGDNFMYZIER-INIZCTEONA-N,CHEMBL1643893,3359,A,9.05,chembl20,700634,9606,HTR3A,2102,C=1C=2C(N(CC3=CN(C(=CC1)C32)C)[C@@H]4C5CCN(C4)CC5)=O
RVXJKDQROPYYOF-UHFFFAOYNA-N,72698087,3359,A,5.92082,pubchem,1057020,9606,HTR3A,2102,FC(F)(F)CCN1CCC(CC1)COC2=NC=3C(C=4N=CC=CC24)=CC=CC3F
QOTYCLIFPPZNAZ-QWOVJGMINA-N,CHEMBL183776,3359,A,5.0,chembl20,932184,9606,HTR3A,2102,N1N=C2C=C(CCN3CCN(CC3)C4=C(OC)C=CC=C4)C=CC2=N1
SSRDSYXGYPJKRR-XCXMHTFKNA-N,CHEMBL2151572,3359,A,8.02,chembl20,877192,9606,HTR3A,2102,S1C2=C(C=C1C(N[C@@H]3C4CCN(CC4)C3)=O)C=CC=C2Cl
VVNHBZRFRXWLFQ-QGZVFWFLNA-N,CHEMBL3261480,3359,A,9.7,chembl20,1350968,9606,HTR3A,2102,C1=C(C=C2C=3N(C=C2C)CCN(C(C13)=O)[C@H]4C5CCN(C4)CC5)Cl
VCADIWSEVTZZOR-UYBDAZJANA-N,CHEMBL454890,3359,A,8.55,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(=C1)N=C(N=C2NCC=3C=COC3)N4CCN(CC4)C)Cl
UWHBCOHEASCLEA-NFBKTVIUNA-N,69937257,3359,A,8.24413,pubchem,1141224,9606,HTR3A,2102,O=C1N([C@H]2C3CCN(C2)CC3)CCN4C=5C1=CC=CC5N=C4O
VKXYLXZLODSKCD-QZTJIDSGNA-N,CHEMBL454407,3359,N,3.6,chembl20,566267,9606,HTR3A,2102,C([C@H]1N(C(=O)[C@H](C1)CN2CCCCC2)C)#CC3=CC=CC=C3
XDJFTOOYWJXAAZ-MRXNPFEDNA-N,CHEMBL3261485,3359,A,7.87,chembl20,1350968,9606,HTR3A,2102,C1=C(C=C2C=3N(N=C2)CCN(C(C13)=O)[C@H]4C5CCN(C4)CC5)OC
YLCLVZULHOQJRR-QWOVJGMINA-N,CHEMBL489061,3359,N,4.78,chembl20,864726,9606,HTR3A,2102,C1=C(Cl)C=C2C(=NC(N3CCN(CC3)C)=NC2=C1)NCC4CCCCC4
XUKROCVZGZNGSI-CIFLUQPANA-N,CHEMBL1829335,3359,A,8.7,chembl20,805903,9606,HTR3A,2102,[C@H]1(CCCN1CCCOC2=CC=C(C=C2)C3=NN=C(C=C3)O)C
ZNRGQMMCGHDTEI-ITGUQSILNA-N,CHEMBL56564,3359,A,8.8,chembl20,689121,9606,HTR3A,2102,C1(C(=O)O[C@H]2C[C@H]3CC[C@H](N3C)C2)=CNC=4C1=CC=CC4
ZLVGQXFVHCGGPY-MPIMZMORNA-N,24995992,3359,A,8.10237,pubchem,648455,9606,HTR3A,2102,O(CCCN1CCCCC1)C2=CC=C(C=C2)C3=C(N=NC(O)=C3)C
ZCOOWPLAEBRGOA-HNNXBMFYNA-N,CHEMBL1643885,3359,A,8.7,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC3=NN(C(C=C1F)=C32)C)[C@@H]4C5CCN(C4)CC5)=O
